School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,KENTUCKY,2100180,Augusta Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,24,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100210,Ballard County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,76,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100240,Barbourville Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,41,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100270,Bardstown Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,186,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100300,Barren County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,372,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100330,Bath County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,144,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100360,Beechwood Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,128,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100390,Bell County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,177,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100420,Bellevue Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,48,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100480,Berea Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,76,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100510,Boone County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,1603,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100540,Bourbon County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,197,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100570,Bowling Green Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,355,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100620,Boyd County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,221,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100630,Boyle County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,202,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100660,Bracken County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,87,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100690,Breathitt County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,130,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100720,Breckinridge County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,240,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100750,Bullitt County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,937,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100780,Burgin Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,40,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100810,Butler County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,166,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100840,Caldwell County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,115,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100870,Calloway County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,219,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100900,Campbell County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,98%,361,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100930,Campbellsville Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,66,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100960,Carlisle County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,41,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2100990,Carroll County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,131,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101020,Carter County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,98%,288,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101050,Casey County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,126,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101110,Caverna Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,46,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101150,Christian County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,612,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101200,Clark County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,391,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101230,Clay County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,190,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101260,Clinton County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,94,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101290,Cloverport Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,28,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101320,Corbin Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,282,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101350,Covington Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,239,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101380,Crittenden County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,90,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101410,Cumberland County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,71,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101440,Danville Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,128,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101470,Daviess County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,894,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101500,Dawson Springs Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,45,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101530,Dayton Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,53,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101620,Edmonson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,146,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101650,Elizabethtown Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,177,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101680,Elliott County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,53,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101710,Eminence Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65-69%,102,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101740,Erlanger-Elsmere Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,166,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101760,Estill County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,174,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101800,Fairview Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,66,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101860,Fayette County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,3148,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101920,Fleming County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,167,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101950,Floyd County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,415,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2101980,Frankfort Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,89,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102010,Franklin County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,484,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102040,Fort Thomas Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,98%,260,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102070,Fulton Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,18,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102100,Fulton County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,37,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102130,Gallatin County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,120,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102160,Garrard County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,159,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102220,Glasgow Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,174,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102250,Grant County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,238,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102280,Graves County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,285,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102300,Grayson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,322,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102340,Green County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,116,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102400,Greenup County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,212,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102460,Hancock County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,133,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102490,Hardin County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,1135,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102520,Harlan Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,38,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102540,Harlan County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,218,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102580,Harrison County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,217,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102640,Hart County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,170,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102670,Hazard Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,62,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102710,Henderson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,558,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102760,Henry County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,141,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102790,Hickman County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,43,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102860,Hopkins County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,473,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102910,Jackson Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,24,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102940,Jackson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,104,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2102990,Jefferson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,7135,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103000,Jenkins Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,40,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103030,Jessamine County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,566,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103060,Johnson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,294,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103090,Kenton County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,1073,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103120,Knott County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,157,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103150,Knox County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,279,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103180,LaRue County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,165,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103210,Laurel County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,617,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103240,Lawrence County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,178,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103270,Lee County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,55,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103330,Leslie County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,95,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103360,Letcher County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,197,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103390,Lewis County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,167,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103480,Lincoln County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,221,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103510,Livingston County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,73,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103540,Logan County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,247,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103630,Ludlow Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,55,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103690,Lyon County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,62,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103720,Madison County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,776,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103750,Magoffin County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,148,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103780,Marion County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,263,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103810,Marshall County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,364,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103840,Martin County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,111,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103870,Mason County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,215,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103900,Mayfield Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,105,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103960,McCracken County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,466,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2103990,McCreary County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,202,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104020,McLean County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,114,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104050,Meade County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,408,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104080,Menifee County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,70,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104110,Mercer County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,193,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104140,Metcalfe County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,121,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104170,Middlesboro Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,87,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104200,Monroe County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,135,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104250,Montgomery County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,313,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104290,Morgan County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,124,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104380,Murray Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,99,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104410,Nelson County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,355,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104440,Newport Independent,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,94,,All Students,All Students in LEA,,,,,
2021-2022,KENTUCKY,2104470,Nicholas County,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,66,,All Students,All Students in LEA,,,,,
